vector,score,level
"(4, 1, 5, 2, 1)",1.83,1
"(5, 1, 2, 1, 4)",1.83,1
"(2, 5, 4, 1, 1)",1.83,1
"(1, 2, 5, 1, 4)",1.83,1
"(1, 5, 4, 1, 2)",1.83,1
"(4, 2, 1, 1, 5)",1.83,1
"(5, 2, 1, 4, 1)",1.83,1
"(4, 1, 5, 1, 2)",1.83,1
"(1, 5, 4, 2, 1)",1.83,1
"(2, 4, 1, 1, 5)",1.83,1
"(4, 1, 2, 5, 1)",1.83,1
"(5, 1, 4, 2, 1)",1.83,1
"(2, 5, 1, 1, 4)",1.83,1
"(2, 1, 5, 4, 1)",1.83,1
"(1, 5, 2, 4, 1)",1.83,1
"(4, 2, 5, 1, 1)",1.83,1
"(2, 1, 1, 5, 4)",1.83,1
"(5, 1, 4, 1, 2)",1.83,2
"(4, 2, 1, 5, 1)",1.83,2
"(1, 1, 4, 5, 2)",1.83,2
"(4, 1, 1, 2, 5)",1.83,2
"(2, 1, 5, 1, 4)",1.83,2
"(5, 1, 1, 4, 2)",1.83,2
"(1, 2, 1, 4, 5)",1.83,2
"(1, 5, 1, 2, 4)",1.83,2
"(1, 1, 5, 4, 2)",1.83,2
"(1, 2, 4, 1, 5)",1.83,2
"(1, 2, 5, 4, 1)",1.83,2
"(2, 5, 1, 2, 2)",1.84,2
"(2, 1, 2, 5, 2)",1.84,2
"(2, 1, 2, 2, 5)",1.84,2
"(2, 5, 2, 1, 2)",1.84,2
"(2, 2, 5, 2, 1)",1.84,2
"(5, 1, 2, 2, 2)",1.84,2
"(2, 2, 1, 2, 5)",1.84,2
"(1, 2, 2, 5, 2)",1.84,2
"(2, 2, 1, 5, 2)",1.84,2
"(2, 2, 2, 1, 5)",1.84,2
"(2, 2, 2, 5, 1)",1.84,2
"(5, 2, 2, 1, 2)",1.84,2
"(5, 2, 1, 2, 2)",1.84,2
"(2, 1, 5, 2, 2)",1.84,2
"(1, 2, 5, 2, 2)",1.84,2
"(2, 5, 2, 2, 1)",1.84,2
"(1, 5, 2, 2, 2)",1.84,2
"(5, 2, 2, 2, 1)",1.84,2
"(2, 2, 5, 1, 2)",1.84,2
"(1, 2, 2, 2, 5)",1.84,2
"(1, 3, 1, 5, 3)",1.8599999999999999,2
"(1, 3, 3, 5, 1)",1.8599999999999999,2
"(1, 3, 5, 3, 1)",1.8599999999999999,2
"(5, 1, 3, 3, 1)",1.8599999999999999,2
"(5, 3, 3, 1, 1)",1.8599999999999999,2
"(1, 3, 5, 1, 3)",1.8599999999999999,2
"(3, 3, 1, 1, 5)",1.8599999999999999,2
"(1, 3, 1, 3, 5)",1.8599999999999999,2
"(5, 1, 3, 1, 3)",1.8599999999999999,2
"(3, 3, 5, 1, 1)",1.8599999999999999,2
"(1, 5, 3, 3, 1)",1.8599999999999999,2
"(3, 1, 5, 3, 1)",1.8599999999999999,2
"(5, 3, 1, 1, 3)",1.8599999999999999,2
"(3, 5, 1, 1, 3)",1.8599999999999999,2
"(1, 1, 5, 3, 3)",1.8599999999999999,2
"(1, 1, 3, 3, 5)",1.8599999999999999,2
"(1, 5, 1, 3, 3)",1.8599999999999999,2
"(3, 1, 1, 5, 3)",1.8599999999999999,2
"(3, 1, 3, 1, 5)",1.8599999999999999,2
"(1, 1, 3, 5, 3)",1.8599999999999999,2
"(3, 5, 1, 3, 1)",1.8599999999999999,2
"(1, 5, 3, 1, 3)",1.8599999999999999,2
"(5, 1, 1, 3, 3)",1.8599999999999999,2
"(3, 3, 1, 5, 1)",1.8599999999999999,2
"(3, 1, 5, 1, 3)",1.8599999999999999,2
"(5, 3, 1, 3, 1)",1.8599999999999999,2
"(1, 3, 3, 1, 5)",1.8599999999999999,2
"(3, 1, 3, 5, 1)",1.8599999999999999,2
"(3, 1, 1, 3, 5)",1.8599999999999999,2
"(3, 5, 3, 1, 1)",1.8599999999999999,2
"(2, 4, 3, 2, 1)",1.88,2
"(4, 2, 2, 1, 3)",1.88,2
"(2, 2, 1, 3, 4)",1.88,2
"(1, 2, 3, 2, 4)",1.88,2
"(4, 2, 1, 3, 2)",1.88,2
"(2, 2, 3, 1, 4)",1.88,2
"(2, 2, 3, 4, 1)",1.88,2
"(2, 2, 4, 1, 3)",1.88,2
"(2, 4, 3, 1, 2)",1.88,2
"(3, 1, 4, 2, 2)",1.88,2
"(2, 1, 2, 4, 3)",1.88,2
"(1, 2, 2, 3, 4)",1.88,2
"(1, 3, 4, 2, 2)",1.88,2
"(2, 4, 2, 3, 1)",1.88,2
"(2, 4, 1, 3, 2)",1.88,2
"(2, 2, 1, 4, 3)",1.88,2
"(1, 2, 2, 4, 3)",1.88,2
"(1, 3, 2, 4, 2)",1.88,2
"(4, 3, 2, 1, 2)",1.88,2
"(2, 4, 1, 2, 3)",1.88,2
"(1, 2, 3, 4, 2)",1.88,2
"(3, 4, 1, 2, 2)",1.88,2
"(4, 2, 2, 3, 1)",1.88,2
"(3, 2, 4, 2, 1)",1.88,2
"(4, 2, 1, 2, 3)",1.88,2
"(3, 2, 4, 1, 2)",1.88,2
"(4, 3, 2, 2, 1)",1.88,2
"(4, 1, 3, 2, 2)",1.88,2
"(4, 2, 3, 2, 1)",1.88,2
"(1, 4, 2, 2, 3)",1.88,2
"(3, 2, 2, 4, 1)",1.88,2
"(2, 3, 2, 4, 1)",1.88,2
"(1, 2, 4, 3, 2)",1.88,2
"(2, 1, 3, 4, 2)",1.88,2
"(3, 2, 1, 2, 4)",1.88,2
"(2, 3, 2, 1, 4)",1.88,2
"(4, 2, 3, 1, 2)",1.88,2
"(2, 3, 1, 4, 2)",1.88,2
"(3, 1, 2, 2, 4)",1.88,2
"(1, 4, 2, 3, 2)",1.88,2
"(3, 4, 2, 2, 1)",1.88,2
"(1, 3, 2, 2, 4)",1.88,2
"(3, 2, 1, 4, 2)",1.88,2
"(4, 1, 2, 2, 3)",1.88,2
"(4, 1, 2, 3, 2)",1.88,2
"(3, 4, 2, 1, 2)",1.88,2
"(2, 1, 2, 3, 4)",1.88,2
"(2, 1, 4, 3, 2)",1.88,2
"(2, 3, 4, 2, 1)",1.88,2
"(2, 2, 4, 3, 1)",1.88,2
"(2, 3, 4, 1, 2)",1.88,2
"(2, 1, 4, 2, 3)",1.88,2
"(4, 3, 1, 2, 2)",1.88,2
"(2, 3, 1, 2, 4)",1.88,2
"(3, 1, 2, 4, 2)",1.88,2
"(1, 4, 3, 2, 2)",1.88,2
"(3, 2, 2, 1, 4)",1.88,2
"(1, 2, 4, 2, 3)",1.88,2
"(2, 4, 2, 1, 3)",1.88,2
"(2, 1, 3, 2, 4)",1.88,2
"(1, 3, 1, 4, 4)",1.9,2
"(1, 3, 4, 1, 4)",1.9,2
"(3, 1, 1, 4, 4)",1.9,2
"(4, 4, 1, 1, 3)",1.9,2
"(3, 1, 4, 1, 4)",1.9,2
"(4, 3, 1, 1, 4)",1.9,2
"(4, 1, 1, 3, 4)",1.9,2
"(4, 1, 4, 3, 1)",1.9,2
"(4, 4, 1, 3, 1)",1.9,2
"(4, 3, 4, 1, 1)",1.9,2
"(4, 1, 3, 1, 4)",1.9,2
"(3, 1, 4, 4, 1)",1.9,2
"(4, 1, 3, 4, 1)",1.9,2
"(4, 1, 1, 4, 3)",1.9,2
"(4, 1, 4, 1, 3)",1.9,2
"(4, 4, 3, 1, 1)",1.9,2
"(4, 3, 1, 4, 1)",1.9,2
"(3, 4, 1, 4, 1)",1.9,2
"(1, 3, 4, 4, 1)",1.9,2
"(1, 4, 4, 1, 3)",1.9,2
"(1, 1, 3, 4, 4)",1.9,2
"(1, 4, 3, 1, 4)",1.9,2
"(1, 4, 1, 3, 4)",1.9,2
"(1, 1, 4, 3, 4)",1.9,2
"(3, 4, 4, 1, 1)",1.9,2
"(1, 1, 4, 4, 3)",1.9,2
"(1, 4, 4, 3, 1)",1.9,2
"(1, 4, 3, 4, 1)",1.9,2
"(3, 4, 1, 1, 4)",1.9,2
"(1, 4, 1, 4, 3)",1.9,2
"(5, 5, 1, 1, 2)",1.95,2
"(3, 2, 3, 3, 1)",1.95,2
"(3, 2, 1, 3, 3)",1.95,2
"(5, 2, 1, 1, 5)",1.95,2
"(1, 5, 2, 1, 5)",1.95,2
"(3, 1, 2, 3, 3)",1.95,2
"(2, 1, 1, 5, 5)",1.95,2
"(2, 3, 3, 1, 3)",1.95,2
"(2, 1, 5, 1, 5)",1.95,2
"(1, 1, 5, 2, 5)",1.95,2
"(3, 3, 3, 2, 1)",1.95,2
"(1, 5, 1, 2, 5)",1.95,2
"(1, 5, 1, 5, 2)",1.95,2
"(2, 5, 1, 1, 5)",1.95,2
"(1, 3, 2, 3, 3)",1.95,2
"(2, 1, 3, 3, 3)",1.95,2
"(3, 3, 1, 2, 3)",1.95,2
"(1, 2, 1, 5, 5)",1.95,2
"(5, 1, 2, 5, 1)",1.95,2
"(5, 1, 5, 2, 1)",1.95,2
"(1, 2, 5, 5, 1)",1.95,2
"(3, 2, 3, 1, 3)",1.95,2
"(1, 3, 3, 3, 2)",1.95,2
"(2, 3, 1, 3, 3)",1.95,2
"(2, 5, 1, 5, 1)",1.95,2
"(1, 3, 3, 2, 3)",1.95,2
"(2, 3, 3, 3, 1)",1.95,2
"(3, 3, 1, 3, 2)",1.95,2
"(5, 5, 2, 1, 1)",1.95,2
"(3, 3, 2, 1, 3)",1.95,2
"(3, 3, 2, 3, 1)",1.95,2
"(1, 1, 5, 5, 2)",1.95,2
"(3, 1, 3, 2, 3)",1.95,2
"(3, 1, 3, 3, 2)",1.95,2
"(5, 1, 2, 1, 5)",1.95,2
"(2, 5, 5, 1, 1)",1.95,2
"(5, 1, 1, 2, 5)",1.95,2
"(1, 5, 2, 5, 1)",1.95,2
"(1, 5, 5, 1, 2)",1.95,2
"(5, 2, 1, 5, 1)",1.95,2
"(1, 5, 5, 2, 1)",1.95,2
"(2, 1, 5, 5, 1)",1.95,2
"(5, 5, 1, 2, 1)",1.95,2
"(1, 2, 3, 3, 3)",1.95,2
"(5, 1, 1, 5, 2)",1.95,2
"(1, 1, 2, 5, 5)",1.95,2
"(3, 3, 3, 1, 2)",1.95,2
"(5, 1, 5, 1, 2)",1.95,2
"(1, 2, 5, 1, 5)",1.95,2
"(5, 2, 5, 1, 1)",1.95,2
"(2, 3, 5, 1, 2)",1.96,2
"(5, 3, 2, 1, 2)",1.96,2
"(5, 1, 2, 2, 3)",1.96,2
"(2, 3, 5, 2, 1)",1.96,2
"(1, 5, 2, 3, 2)",1.96,2
"(3, 5, 2, 1, 2)",1.96,2
"(5, 2, 3, 2, 1)",1.96,2
"(1, 3, 5, 2, 2)",1.96,2
"(5, 3, 1, 2, 2)",1.96,2
"(5, 2, 3, 1, 2)",1.96,2
"(2, 1, 3, 2, 5)",1.96,2
"(3, 5, 1, 2, 2)",1.96,2
"(3, 2, 2, 1, 5)",1.96,2
"(2, 1, 2, 3, 5)",1.96,2
"(2, 1, 2, 5, 3)",1.96,2
"(1, 5, 2, 2, 3)",1.96,2
"(1, 2, 5, 2, 3)",1.96,2
"(1, 2, 3, 2, 5)",1.96,2
"(2, 2, 5, 3, 1)",1.96,2
"(3, 2, 1, 2, 5)",1.96,2
"(2, 3, 2, 5, 1)",1.96,2
"(5, 1, 2, 3, 2)",1.96,2
"(1, 3, 2, 5, 2)",1.96,2
"(3, 1, 5, 2, 2)",1.96,2
"(3, 2, 1, 5, 2)",1.96,2
"(2, 3, 2, 1, 5)",1.96,2
"(3, 1, 2, 2, 5)",1.96,2
"(1, 2, 5, 3, 2)",1.96,2
"(2, 3, 1, 5, 2)",1.96,2
"(3, 1, 2, 5, 2)",1.96,2
"(1, 5, 3, 2, 2)",1.96,2
"(3, 5, 2, 2, 1)",1.96,2
"(1, 3, 2, 2, 5)",1.96,2
"(2, 2, 1, 3, 5)",1.96,2
"(5, 2, 2, 3, 1)",1.96,2
"(5, 2, 2, 1, 3)",1.96,2
"(2, 2, 3, 5, 1)",1.96,2
"(2, 5, 2, 3, 1)",1.96,2
"(5, 1, 3, 2, 2)",1.96,2
"(2, 2, 3, 1, 5)",1.96,2
"(5, 2, 1, 2, 3)",1.96,2
"(2, 1, 5, 2, 3)",1.96,2
"(2, 5, 3, 1, 2)",1.96,2
"(2, 5, 3, 2, 1)",1.96,2
"(2, 1, 5, 3, 2)",1.96,2
"(3, 2, 5, 2, 1)",1.96,2
"(3, 2, 5, 1, 2)",1.96,2
"(1, 2, 2, 3, 5)",1.96,2
"(5, 2, 1, 3, 2)",1.96,2
"(2, 2, 1, 5, 3)",1.96,2
"(1, 2, 2, 5, 3)",1.96,2
"(5, 3, 2, 2, 1)",1.96,2
"(2, 5, 2, 1, 3)",1.96,2
"(1, 2, 3, 5, 2)",1.96,2
"(2, 3, 1, 2, 5)",1.96,2
"(2, 5, 1, 2, 3)",1.96,2
"(2, 2, 5, 1, 3)",1.96,2
"(2, 5, 1, 3, 2)",1.96,2
"(2, 1, 3, 5, 2)",1.96,2
"(3, 2, 2, 5, 1)",1.96,2
"(5, 1, 3, 1, 4)",1.98,2
"(1, 3, 5, 1, 4)",1.98,2
"(4, 5, 3, 1, 1)",1.98,2
"(1, 5, 3, 1, 4)",1.98,2
"(3, 5, 1, 1, 4)",1.98,2
"(1, 1, 3, 4, 5)",1.98,2
"(1, 4, 3, 1, 5)",1.98,2
"(1, 1, 4, 5, 3)",1.98,2
"(3, 1, 5, 4, 1)",1.98,2
"(4, 3, 1, 5, 1)",1.98,2
"(1, 3, 1, 4, 5)",1.98,2
"(4, 1, 1, 3, 5)",1.98,2
"(1, 3, 4, 5, 1)",1.98,2
"(5, 4, 1, 1, 3)",1.98,2
"(1, 1, 3, 5, 4)",1.98,2
"(3, 1, 5, 1, 4)",1.98,2
"(1, 4, 3, 5, 1)",1.98,2
"(3, 5, 4, 1, 1)",1.98,2
"(1, 5, 4, 1, 3)",1.98,2
"(1, 4, 5, 3, 1)",1.98,2
"(1, 5, 4, 3, 1)",1.98,2
"(3, 5, 1, 4, 1)",1.98,2
"(3, 1, 4, 1, 5)",1.98,2
"(1, 3, 4, 1, 5)",1.98,2
"(5, 3, 1, 1, 4)",1.98,2
"(3, 4, 1, 1, 5)",1.98,2
"(5, 1, 1, 4, 3)",1.98,2
"(4, 1, 3, 1, 5)",1.98,2
"(5, 1, 1, 3, 4)",1.98,2
"(4, 1, 5, 1, 3)",1.98,2
"(5, 1, 4, 3, 1)",1.98,2
"(3, 1, 4, 5, 1)",1.98,2
"(1, 1, 5, 4, 3)",1.98,2
"(4, 3, 5, 1, 1)",1.98,2
"(1, 5, 3, 4, 1)",1.98,2
"(5, 3, 4, 1, 1)",1.98,2
"(5, 4, 3, 1, 1)",1.98,2
"(5, 1, 4, 1, 3)",1.98,2
"(1, 1, 4, 3, 5)",1.98,2
"(4, 3, 1, 1, 5)",1.98,2
"(3, 4, 1, 5, 1)",1.98,2
"(1, 5, 1, 3, 4)",1.98,2
"(3, 4, 5, 1, 1)",1.98,2
"(3, 1, 1, 4, 5)",1.98,2
"(4, 1, 5, 3, 1)",1.98,2
"(5, 1, 3, 4, 1)",1.98,2
"(4, 5, 1, 3, 1)",1.98,2
"(1, 3, 1, 5, 4)",1.98,2
"(5, 3, 1, 4, 1)",1.98,2
"(1, 5, 1, 4, 3)",1.98,2
"(5, 4, 1, 3, 1)",1.98,2
"(3, 1, 1, 5, 4)",1.98,2
"(4, 1, 1, 5, 3)",1.98,2
"(4, 5, 1, 1, 3)",1.98,2
"(1, 4, 1, 3, 5)",1.98,2
"(1, 1, 5, 3, 4)",1.98,2
"(1, 3, 5, 4, 1)",1.98,2
"(4, 1, 3, 5, 1)",1.98,2
"(1, 4, 5, 1, 3)",1.98,2
"(1, 4, 1, 5, 3)",1.98,2
"(2, 4, 1, 2, 4)",2.0,2
"(4, 2, 4, 1, 2)",2.0,2
"(4, 2, 2, 1, 4)",2.0,2
"(4, 2, 1, 2, 4)",2.0,2
"(2, 2, 4, 1, 4)",2.0,2
"(4, 2, 2, 4, 1)",2.0,2
"(4, 2, 4, 2, 1)",2.0,2
"(2, 4, 4, 1, 2)",2.0,2
"(2, 1, 4, 4, 2)",2.0,2
"(2, 4, 2, 1, 4)",2.0,2
"(1, 4, 2, 2, 4)",2.0,2
"(1, 2, 2, 4, 4)",2.0,2
"(2, 2, 2, 2, 2)",2.0,2
"(2, 2, 4, 4, 1)",2.0,2
"(4, 4, 2, 1, 2)",2.0,2
"(1, 2, 4, 2, 4)",2.0,2
"(2, 1, 4, 2, 4)",2.0,2
"(2, 1, 2, 4, 4)",2.0,2
"(2, 4, 1, 4, 2)",2.0,2
"(4, 1, 4, 2, 2)",2.0,2
"(2, 4, 4, 2, 1)",2.0,2
"(2, 2, 1, 4, 4)",2.0,2
"(4, 1, 2, 2, 4)",2.0,2
"(1, 2, 4, 4, 2)",2.0,2
"(2, 4, 2, 4, 1)",2.0,2
"(4, 1, 2, 4, 2)",2.0,2
"(4, 2, 1, 4, 2)",2.0,2
"(1, 4, 2, 4, 2)",2.0,2
"(4, 4, 2, 2, 1)",2.0,2
"(4, 4, 1, 2, 2)",2.0,2
"(1, 4, 4, 2, 2)",2.0,2
"(4, 1, 3, 3, 2)",2.03,2
"(3, 4, 2, 3, 1)",2.03,2
"(2, 4, 1, 3, 3)",2.03,2
"(4, 3, 3, 2, 1)",2.03,2
"(3, 4, 1, 3, 2)",2.03,2
"(3, 1, 3, 4, 2)",2.03,2
"(1, 4, 3, 3, 2)",2.03,2
"(1, 4, 3, 2, 3)",2.03,2
"(1, 2, 3, 3, 4)",2.03,2
"(4, 3, 1, 2, 3)",2.03,2
"(3, 1, 2, 4, 3)",2.03,2
"(4, 3, 1, 3, 2)",2.03,2
"(4, 2, 3, 3, 1)",2.03,2
"(2, 4, 3, 3, 1)",2.03,2
"(3, 4, 3, 1, 2)",2.03,2
"(2, 4, 3, 1, 3)",2.03,2
"(1, 3, 2, 3, 4)",2.03,2
"(4, 2, 3, 1, 3)",2.03,2
"(4, 3, 2, 1, 3)",2.03,2
"(3, 3, 4, 2, 1)",2.03,2
"(4, 3, 2, 3, 1)",2.03,2
"(4, 2, 1, 3, 3)",2.03,2
"(3, 1, 2, 3, 4)",2.03,2
"(3, 4, 2, 1, 3)",2.03,2
"(3, 4, 3, 2, 1)",2.03,2
"(3, 1, 3, 2, 4)",2.03,2
"(3, 4, 1, 2, 3)",2.03,2
"(4, 3, 3, 1, 2)",2.03,2
"(3, 3, 4, 1, 2)",2.03,2
"(3, 1, 4, 3, 2)",2.03,2
"(1, 2, 3, 4, 3)",2.03,2
"(1, 4, 2, 3, 3)",2.03,2
"(3, 3, 2, 4, 1)",2.03,2
"(2, 1, 3, 3, 4)",2.03,2
"(2, 3, 1, 4, 3)",2.03,2
"(2, 3, 3, 4, 1)",2.03,2
"(3, 3, 1, 2, 4)",2.03,2
"(2, 3, 4, 3, 1)",2.03,2
"(3, 3, 1, 4, 2)",2.03,2
"(1, 3, 3, 4, 2)",2.03,2
"(3, 2, 4, 3, 1)",2.03,2
"(2, 3, 4, 1, 3)",2.03,2
"(3, 2, 4, 1, 3)",2.03,2
"(4, 1, 2, 3, 3)",2.03,2
"(1, 3, 2, 4, 3)",2.03,2
"(1, 3, 3, 2, 4)",2.03,2
"(1, 2, 4, 3, 3)",2.03,2
"(3, 2, 3, 4, 1)",2.03,2
"(2, 1, 3, 4, 3)",2.03,2
"(2, 3, 1, 3, 4)",2.03,2
"(2, 1, 4, 3, 3)",2.03,2
"(2, 3, 3, 1, 4)",2.03,2
"(3, 2, 3, 1, 4)",2.03,2
"(3, 1, 4, 2, 3)",2.03,2
"(1, 3, 4, 3, 2)",2.03,2
"(3, 2, 1, 3, 4)",2.03,2
"(1, 3, 4, 2, 3)",2.03,2
"(4, 1, 3, 2, 3)",2.03,2
"(3, 2, 1, 4, 3)",2.03,2
"(3, 3, 2, 1, 4)",2.03,2
"(1, 1, 4, 4, 4)",2.05,2
"(1, 4, 4, 1, 4)",2.05,2
"(4, 4, 1, 4, 1)",2.05,2
"(4, 4, 4, 1, 1)",2.05,2
"(4, 1, 4, 1, 4)",2.05,2
"(4, 4, 1, 1, 4)",2.05,2
"(1, 4, 1, 4, 4)",2.05,2
"(4, 1, 4, 4, 1)",2.05,2
"(4, 1, 1, 4, 4)",2.05,2
"(1, 4, 4, 4, 1)",2.05,2
"(4, 2, 5, 1, 2)",2.08,2
"(2, 3, 2, 2, 2)",2.08,2
"(2, 4, 5, 1, 2)",2.08,2
"(5, 4, 1, 2, 2)",2.08,2
"(4, 2, 5, 2, 1)",2.08,2
"(5, 1, 2, 4, 2)",2.08,2
"(2, 1, 5, 2, 4)",2.08,2
"(1, 2, 5, 4, 2)",2.08,2
"(2, 4, 5, 2, 1)",2.08,2
"(5, 2, 1, 2, 4)",2.08,2
"(2, 1, 2, 4, 5)",2.08,2
"(2, 2, 3, 2, 2)",2.08,2
"(5, 2, 2, 1, 4)",2.08,2
"(2, 2, 4, 1, 5)",2.08,2
"(4, 2, 2, 5, 1)",2.08,2
"(2, 1, 4, 2, 5)",2.08,2
"(5, 4, 2, 2, 1)",2.08,2
"(4, 5, 1, 2, 2)",2.08,2
"(2, 5, 1, 4, 2)",2.08,2
"(5, 4, 2, 1, 2)",2.08,2
"(1, 4, 5, 2, 2)",2.08,2
"(2, 1, 2, 5, 4)",2.08,2
"(2, 2, 4, 5, 1)",2.08,2
"(4, 2, 2, 1, 5)",2.08,2
"(2, 5, 1, 2, 4)",2.08,2
"(2, 2, 5, 1, 4)",2.08,2
"(2, 5, 2, 4, 1)",2.08,2
"(5, 2, 2, 4, 1)",2.08,2
"(2, 2, 5, 4, 1)",2.08,2
"(2, 1, 4, 5, 2)",2.08,2
"(4, 5, 2, 2, 1)",2.08,2
"(4, 2, 1, 5, 2)",2.08,2
"(4, 5, 2, 1, 2)",2.08,2
"(3, 2, 2, 2, 2)",2.08,2
"(1, 2, 4, 2, 5)",2.08,2
"(1, 4, 2, 5, 2)",2.08,2
"(2, 2, 2, 3, 2)",2.08,2
"(4, 2, 1, 2, 5)",2.08,2
"(2, 2, 2, 2, 3)",2.08,2
"(2, 4, 2, 5, 1)",2.08,2
"(5, 2, 1, 4, 2)",2.08,2
"(1, 2, 4, 5, 2)",2.08,2
"(5, 1, 4, 2, 2)",2.08,2
"(4, 1, 2, 5, 2)",2.08,2
"(2, 4, 2, 1, 5)",2.08,2
"(1, 5, 2, 4, 2)",2.08,2
"(1, 2, 2, 5, 4)",2.08,2
"(2, 5, 4, 1, 2)",2.08,2
"(2, 2, 1, 5, 4)",2.08,2
"(2, 2, 1, 4, 5)",2.08,2
"(2, 4, 1, 5, 2)",2.08,2
"(2, 5, 4, 2, 1)",2.08,2
"(1, 2, 2, 4, 5)",2.08,2
"(4, 1, 5, 2, 2)",2.08,2
"(2, 4, 1, 2, 5)",2.08,2
"(1, 5, 4, 2, 2)",2.08,2
"(5, 1, 2, 2, 4)",2.08,2
"(2, 1, 5, 4, 2)",2.08,2
"(2, 5, 2, 1, 4)",2.08,2
"(1, 5, 2, 2, 4)",2.08,2
"(1, 2, 5, 2, 4)",2.08,2
"(4, 1, 2, 2, 5)",2.08,2
"(1, 4, 2, 2, 5)",2.08,2
"(5, 2, 4, 2, 1)",2.08,2
"(5, 2, 4, 1, 2)",2.08,2
"(5, 3, 1, 5, 1)",2.1,2
"(5, 5, 1, 3, 1)",2.1,2
"(1, 5, 5, 1, 3)",2.1,2
"(5, 1, 1, 3, 5)",2.1,2
"(5, 1, 5, 3, 1)",2.1,2
"(1, 3, 1, 5, 5)",2.1,2
"(3, 5, 1, 1, 5)",2.1,2
"(1, 3, 5, 5, 1)",2.1,2
"(3, 5, 1, 5, 1)",2.1,2
"(1, 5, 3, 5, 1)",2.1,2
"(5, 5, 3, 1, 1)",2.1,2
"(5, 3, 5, 1, 1)",2.1,2
"(5, 1, 1, 5, 3)",2.1,2
"(1, 5, 1, 5, 3)",2.1,2
"(5, 3, 1, 1, 5)",2.1,2
"(3, 5, 5, 1, 1)",2.1,2
"(1, 3, 5, 1, 5)",2.1,2
"(1, 5, 1, 3, 5)",2.1,2
"(5, 1, 3, 1, 5)",2.1,2
"(3, 1, 5, 5, 1)",2.1,2
"(3, 1, 5, 1, 5)",2.1,2
"(5, 1, 5, 1, 3)",2.1,2
"(1, 1, 3, 5, 5)",2.1,2
"(3, 1, 1, 5, 5)",2.1,2
"(1, 1, 5, 3, 5)",2.1,2
"(1, 5, 3, 1, 5)",2.1,2
"(5, 5, 1, 1, 3)",2.1,2
"(1, 1, 5, 5, 3)",2.1,2
"(5, 1, 3, 5, 1)",2.1,2
"(1, 5, 5, 3, 1)",2.1,2
"(2, 1, 5, 3, 3)",2.11,2
"(3, 2, 5, 1, 3)",2.11,2
"(3, 2, 3, 5, 1)",2.11,2
"(3, 2, 5, 3, 1)",2.11,2
"(5, 3, 3, 1, 2)",2.11,2
"(1, 3, 3, 5, 2)",2.11,2
"(1, 2, 3, 3, 5)",2.11,2
"(2, 5, 3, 1, 3)",2.11,2
"(5, 2, 1, 3, 3)",2.11,2
"(2, 5, 3, 3, 1)",2.11,2
"(5, 3, 2, 3, 1)",2.11,2
"(5, 3, 3, 2, 1)",2.11,2
"(3, 5, 1, 3, 2)",2.11,2
"(3, 5, 3, 2, 1)",2.11,2
"(3, 3, 1, 5, 2)",2.11,2
"(3, 2, 1, 3, 5)",2.11,2
"(3, 3, 2, 5, 1)",2.11,2
"(3, 1, 2, 3, 5)",2.11,2
"(3, 5, 2, 1, 3)",2.11,2
"(2, 3, 3, 1, 5)",2.11,2
"(3, 1, 2, 5, 3)",2.11,2
"(1, 5, 2, 3, 3)",2.11,2
"(3, 3, 2, 1, 5)",2.11,2
"(3, 2, 1, 5, 3)",2.11,2
"(2, 3, 3, 5, 1)",2.11,2
"(1, 3, 2, 5, 3)",2.11,2
"(3, 1, 5, 3, 2)",2.11,2
"(3, 5, 2, 3, 1)",2.11,2
"(3, 1, 5, 2, 3)",2.11,2
"(5, 3, 1, 3, 2)",2.11,2
"(3, 1, 3, 2, 5)",2.11,2
"(1, 5, 3, 2, 3)",2.11,2
"(1, 5, 3, 3, 2)",2.11,2
"(2, 3, 5, 1, 3)",2.11,2
"(5, 1, 2, 3, 3)",2.11,2
"(1, 3, 2, 3, 5)",2.11,2
"(1, 2, 5, 3, 3)",2.11,2
"(3, 5, 3, 1, 2)",2.11,2
"(1, 2, 3, 5, 3)",2.11,2
"(5, 1, 3, 3, 2)",2.11,2
"(3, 2, 3, 1, 5)",2.11,2
"(5, 3, 1, 2, 3)",2.11,2
"(2, 5, 1, 3, 3)",2.11,2
"(2, 1, 3, 5, 3)",2.11,2
"(3, 1, 3, 5, 2)",2.11,2
"(5, 1, 3, 2, 3)",2.11,2
"(3, 3, 5, 2, 1)",2.11,2
"(2, 3, 1, 5, 3)",2.11,2
"(2, 1, 3, 3, 5)",2.11,2
"(1, 3, 5, 2, 3)",2.11,2
"(3, 3, 5, 1, 2)",2.11,2
"(3, 3, 1, 2, 5)",2.11,2
"(5, 2, 3, 3, 1)",2.11,2
"(3, 5, 1, 2, 3)",2.11,2
"(1, 3, 5, 3, 2)",2.11,2
"(5, 3, 2, 1, 3)",2.11,2
"(1, 3, 3, 2, 5)",2.11,2
"(2, 3, 1, 3, 5)",2.11,2
"(5, 2, 3, 1, 3)",2.11,2
"(2, 3, 5, 3, 1)",2.11,2
"(4, 1, 5, 1, 4)",2.13,2
"(5, 4, 1, 1, 4)",2.13,2
"(4, 1, 4, 5, 1)",2.13,2
"(4, 1, 1, 4, 5)",2.13,2
"(5, 4, 1, 4, 1)",2.13,2
"(4, 1, 1, 5, 4)",2.13,2
"(4, 1, 4, 1, 5)",2.13,2
